Division,Division Description,Major Group,Major Group Description,Industry Group,Industry Group Description,SIC,Description
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7336,Commercial Art and Graphic Design
I,Services,73,Business Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",7338,Secretarial and Court Reporting Services
I,Services,73,Business Services,734,Services To Dwellings And Other Buildings,7342,Disinfecting and Pest Control Services
I,Services,73,Business Services,734,Services To Dwellings And Other Buildings,7349,"Building Cleaning and Maintenance Services, Not Elsewhere"
I,Services,73,Business Services,735,Miscellaneous Equipment Rental And Leasing,7352,Medical Equipment Rental and Leasing
I,Services,73,Business Services,735,Miscellaneous Equipment Rental And Leasing,7353,Heavy Construction Equipment Rental and Leasing
I,Services,73,Business Services,735,Miscellaneous Equipment Rental And Leasing,7359,"Equipment Rental and Leasing, Not Elsewhere Classified"
I,Services,73,Business Services,736,Personnel Supply Services,7361,Employment Agencies
I,Services,73,Business Services,736,Personnel Supply Services,7363,Help Supply Services
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7371,Computer Programming Services
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7372,Prepackaged Software
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7373,Computer Integrated Systems Design
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7374,Computer Processing and Data Preparation and Processing Services
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7375,Information Retrieval Services
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7376,Computer Facilities Management Services
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7377,Computer Rental and Leasing
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7378,Computer Maintenance and Repair
I,Services,73,Business Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",7379,"Computer Related Services, Not Elsewhere Classified"
I,Services,73,Business Services,738,Miscellaneous Business Services,7381,"Detective, Guard, and Armored Car Services"
I,Services,73,Business Services,738,Miscellaneous Business Services,7382,Security Systems Services
I,Services,73,Business Services,738,Miscellaneous Business Services,7383,News Syndicates
I,Services,73,Business Services,738,Miscellaneous Business Services,7384,Photofinishing Laboratories
I,Services,73,Business Services,738,Miscellaneous Business Services,7389,"Business Services, Not Elsewhere Classified"
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7513,"Truck Rental and Leasing, Without Drivers"
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7514,Passenger Car Rental
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7515,Passenger Car Leasing
I,Services,75,"Automotive Repair, Services, And Parking",751,"Automotive Rental And Leasing, Without Drivers",7519,Utility Trailer and Recreational Vehicle Rental
I,Services,75,"Automotive Repair, Services, And Parking",752,Automobile Parking,7521,Automobile Parking
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7532,"Top, Body, and Upholstery Repair Shops and Paint Shops"
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7533,Automotive Exhaust System Repair Shops
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7534,Tire Retreading and Repair Shops
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7536,Automotive Glass Replacement Shops
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7537,Automotive Transmission Repair Shops
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7538,General Automotive Repair Shops
I,Services,75,"Automotive Repair, Services, And Parking",753,Automotive Repair Shops,7539,"Automotive Repair Shops, Not Elsewhere Classified"
I,Services,75,"Automotive Repair, Services, And Parking",754,"Automotive Services, Except Repair",7542,Carwashes
I,Services,75,"Automotive Repair, Services, And Parking",754,"Automotive Services, Except Repair",7549,"Automotive Services, Except Repair and Carwashes"
I,Services,76,Miscellaneous Repair Services,762,Electrical Repair Shops,7622,Radio and Television Repair Shops
I,Services,76,Miscellaneous Repair Services,762,Electrical Repair Shops,7623,Refrigeration and Air-Conditioning Service and Repair Shops
I,Services,76,Miscellaneous Repair Services,762,Electrical Repair Shops,7629,"Electrical and Electronic Repair Shops, Not Elsewhere Classified"
I,Services,76,Miscellaneous Repair Services,763,"Watch, Clock, And Jewelry Repair",7631,"Watch, Clock, and Jewelry Repair"
I,Services,76,Miscellaneous Repair Services,764,Reupholstery And Furniture Repair,7641,Reupholstery and Furniture Repair
I,Services,76,Miscellaneous Repair Services,769,Miscellaneous Repair Shops And Related Services,7692,Welding Repair
I,Services,76,Miscellaneous Repair Services,769,Miscellaneous Repair Shops And Related Services,7694,Armature Rewinding Shops
I,Services,76,Miscellaneous Repair Services,769,Miscellaneous Repair Shops And Related Services,7699,"Repair Shops and Related Services, Not Elsewhere Classified"
I,Services,78,Motion Pictures,781,Motion Picture Production And Allied Services,7812,Motion Picture and Video Tape Production
I,Services,78,Motion Pictures,781,Motion Picture Production And Allied Services,7819,Services Allied to Motion Picture Production
I,Services,78,Motion Pictures,782,Motion Picture Distribution And Allied Services,7822,Motion Picture and Video Tape Distribution
I,Services,78,Motion Pictures,782,Motion Picture Distribution And Allied Services,7829,Services Allied to Motion Picture Distribution
I,Services,78,Motion Pictures,783,Motion Picture Theaters,7832,"Motion Picture Theaters, Except Drive-In"
I,Services,78,Motion Pictures,783,Motion Picture Theaters,7833,Drive-In Motion Picture Theaters
I,Services,78,Motion Pictures,784,Video Tape Rental,7841,Video Tape Rental
I,Services,79,Amusement And Recreation Services,791,"Dance Studios, Schools, And Halls",7911,"Dance Studios, Schools, and Halls"
I,Services,79,Amusement And Recreation Services,792,"Theatrical Producers (except Motion Picture),",7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services
I,Services,79,Amusement And Recreation Services,792,"Theatrical Producers (except Motion Picture),",7929,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups"
I,Services,79,Amusement And Recreation Services,793,Bowling Centers,7933,Bowling Centers
I,Services,79,Amusement And Recreation Services,794,Commercial Sports,7941,Professional Sports Clubs and Promoters
I,Services,79,Amusement And Recreation Services,794,Commercial Sports,7948,"Racing, Including Track Operation"
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7991,Physical Fitness Facilities
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7992,Public Golf Courses
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7993,Coin-Operated Amusement Devices
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7996,Amusement Parks
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7997,Membership Sports and Recreation Clubs
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7999,"Amusement and Recreation Services, Not Elsewhere Classified"
I,Services,80,Health Services,801,Offices And Clinics Of Doctors Of Medicine,8011,Offices and Clinics of Doctors of Medicine
I,Services,80,Health Services,802,Offices And Clinics Of Dentists,8021,Offices and Clinics of Dentists
I,Services,80,Health Services,803,Offices And Clinics Of Doctors Of Osteopathy,8031,Offices and Clinics of Doctors of Osteopathy
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8041,Offices and Clinics of Chiropractors
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8042,Offices and Clinics of Optometrists
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8043,Offices and Clinics of Podiatrists
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
I,Services,80,Health Services,805,Nursing And Personal Care Facilities,8051,Skilled Nursing Care Facilities
I,Services,80,Health Services,805,Nursing And Personal Care Facilities,8052,Intermediate Care Facilities
I,Services,80,Health Services,805,Nursing And Personal Care Facilities,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified"
I,Services,80,Health Services,806,Hospitals,8062,General Medical and Surgical Hospitals
I,Services,80,Health Services,806,Hospitals,8063,Psychiatric Hospitals
I,Services,80,Health Services,806,Hospitals,8069,"Specialty Hospitals, Except Psychiatric"
I,Services,80,Health Services,807,Medical And Dental Laboratories,8071,Medical Laboratories
I,Services,80,Health Services,807,Medical And Dental Laboratories,8072,Dental Laboratories
I,Services,80,Health Services,808,Home Health Care Services,8082,Home Health Care Services
I,Services,80,Health Services,809,"Miscellaneous Health And Allied Services, Not",8092,Kidney Dialysis Centers
I,Services,80,Health Services,809,"Miscellaneous Health And Allied Services, Not",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
I,Services,80,Health Services,809,"Miscellaneous Health And Allied Services, Not",8099,"Health and Allied Services, Not Elsewhere Classified"
I,Services,81,Legal Services,811,Legal Services,8111,Legal Services
I,Services,82,Educational Services,821,Elementary And Secondary Schools,8211,Elementary and Secondary Schools
I,Services,82,Educational Services,822,"Colleges, Universities, Professional Schools, And",8221,"Colleges, Universities, and Professional Schools"
I,Services,82,Educational Services,822,"Colleges, Universities, Professional Schools, And",8222,Junior Colleges and Technical Institutes
I,Services,82,Educational Services,823,Libraries,8231,Libraries
I,Services,82,Educational Services,824,Vocational Schools,8243,Data Processing Schools
I,Services,82,Educational Services,824,Vocational Schools,8244,Business and Secretarial Schools
I,Services,82,Educational Services,824,Vocational Schools,8249,"Vocational Schools, Not Elsewhere Classified"
I,Services,82,Educational Services,829,"Schools And Educational Services, Not Elsewhere",8299,"Schools and Educational Services, Not Elsewhere Classified"
I,Services,83,Social Services,832,Individual And Family Social Services,8322,Individual and Family Social Services
I,Services,83,Social Services,833,Job Training And Vocational Rehabilitation,8331,Job Training and Vocational Rehabilitation Services
I,Services,83,Social Services,835,Child Day Care Services,8351,Child Day Care Services
I,Services,83,Social Services,836,Residential Care,8361,Residential Care
I,Services,83,Social Services,839,"Social Services, Not Elsewhere Classified",8399,"Social Services, Not Elsewhere Classified"
I,Services,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",841,Museums And Art Galleries,8412,Museums and Art Galleries
I,Services,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",842,Arboreta And Botanical Or Zoological Gardens,8422,Arboreta and Botanical or Zoological Gardens
I,Services,86,Membership Organizations,861,Business Associations,8611,Business Associations
I,Services,86,Membership Organizations,862,Professional Membership Organizations,8621,Professional Membership Organizations
I,Services,86,Membership Organizations,863,Labor Unions And Similar Labor Organizations,8631,Labor Unions and Similar Labor Organizations
I,Services,86,Membership Organizations,864,"Civic, Social, And Fraternal Associations",8641,"Civic, Social, and Fraternal Associations"
I,Services,86,Membership Organizations,865,Political Organizations,8651,Political Organizations
I,Services,86,Membership Organizations,866,Religious Organizations,8661,Religious Organizations
I,Services,86,Membership Organizations,869,"Membership Organizations, Not Elsewhere",8699,"Membership Organizations, Not Elsewhere Classified"
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",871,"Engineering, Architectural, And Surveying",8711,Engineering Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",871,"Engineering, Architectural, And Surveying",8712,Architectural Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",871,"Engineering, Architectural, And Surveying",8713,Surveying Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",872,"Accounting, Auditing, And Bookkeeping Services",8721,"Accounting, Auditing, and Bookkeeping Services"
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8731,Commercial Physical and Biological Research
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8732,"Commercial Economic, Sociological, and Educational Research"
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8733,Noncommercial Research Organizations
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8734,Testing Laboratories
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8741,Management Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8742,Management Consulting Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8743,Public Relations Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8744,Facilities Support Management Services
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8748,"Business Consulting Services, Not Elsewhere Classified"
I,Services,88,Private Households,881,Private Households,8811,Private Households
I,Services,89,Miscellaneous Services,899,Miscellaneous Services,8999,"Services, Not Elsewhere Classified"
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",911,Executive Offices,9111,Executive Offices
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",912,Legislative Bodies,9121,Legislative Bodies
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",913,Executive And Legislative Offices Combined,9131,Executive and Legislative Offices Combined
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",919,"General Government, Not Elsewhere Classified",9199,"General Government, Not Elsewhere Classified"
J,Public Administration,92,"Justice, Public Order, And Safety",921,Courts,9211,Courts
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9221,Police Protection
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9222,Legal Counsel and Prosecution
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9223,Correctional Institutions
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9224,Fire Protection
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9229,"Public Order and Safety, Not Elsewhere Classified"
J,Public Administration,93,"Public Finance, Taxation, And Monetary Policy",931,"Public Finance, Taxation, And Monetary Policy",9311,"Public Finance, Taxation, and Monetary Policy"
J,Public Administration,94,Administration Of Human Resource Programs,941,Administration Of Educational Programs,9411,Administration of Educational Programs
J,Public Administration,94,Administration Of Human Resource Programs,943,Administration Of Public Health Programs,9431,Administration of Public Health Programs
J,Public Administration,94,Administration Of Human Resource Programs,944,"Administration Of Social, Human Resource And",9441,"Administration of Social, Human Resource and Income Maintenance Programs"
J,Public Administration,94,Administration Of Human Resource Programs,945,"Administration Of Veteran's Affairs, Except",9451,"Administration of Veterans' Affairs, Except Health and Insurance"
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,951,Administration Of Environmental Quality,9511,Air and Water Resource and Solid Waste Management
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,951,Administration Of Environmental Quality,9512,"Land, Mineral, Wildlife, and Forest Conservation"
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,953,Administration Of Housing And Urban,9531,Administration of Housing Programs
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,953,Administration Of Housing And Urban,9532,Administration of Urban Planning and Community and Rural Development
J,Public Administration,96,Administration Of Economic Programs,961,Administration Of General Economic Programs,9611,Administration of General Economic Programs
J,Public Administration,96,Administration Of Economic Programs,962,Regulation And Administration Of Transportation,9621,Regulation and Administration of Transportation Programs
J,Public Administration,96,Administration Of Economic Programs,963,Regulation And Administration Of,9631,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
J,Public Administration,96,Administration Of Economic Programs,964,Regulation Of Agricultural Marketing And,9641,Regulation of Agricultural Marketing and Commodities
J,Public Administration,96,Administration Of Economic Programs,965,"Regulation, Licensing, And Inspection Of",9651,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
J,Public Administration,96,Administration Of Economic Programs,966,Space Research And Technology,9661,Space and Research and Technology
J,Public Administration,97,National Security And International Affairs,971,National Security,9711,National Security
J,Public Administration,97,National Security And International Affairs,972,International Affairs,9721,International Affairs
J,Public Administration,99,Nonclassifiable Establishments,999,Nonclassifiable Establishments,9999,Nonclassifiable Establishments
