Division,Division Description,Major Group,Major Group Description,Industry Group,Industry Group Description,SIC,Description,GICS,etf_ticker
I,Services,78,Motion Pictures,781,Motion Picture Production And Allied Services,7819,Services Allied to Motion Picture Production,Information Technology,XLK
I,Services,78,Motion Pictures,782,Motion Picture Distribution And Allied Services,7822,Motion Picture and Video Tape Distribution,Information Technology,XLK
I,Services,78,Motion Pictures,782,Motion Picture Distribution And Allied Services,7829,Services Allied to Motion Picture Distribution,Information Technology,XLK
I,Services,78,Motion Pictures,783,Motion Picture Theaters,7832,"Motion Picture Theaters, Except Drive-In",Information Technology,XLK
I,Services,78,Motion Pictures,783,Motion Picture Theaters,7833,Drive-In Motion Picture Theaters,Information Technology,XLK
I,Services,78,Motion Pictures,784,Video Tape Rental,7841,Video Tape Rental,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,791,"Dance Studios, Schools, And Halls",7911,"Dance Studios, Schools, and Halls",Information Technology,XLK
I,Services,79,Amusement And Recreation Services,792,"Theatrical Producers (except Motion Picture),",7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,792,"Theatrical Producers (except Motion Picture),",7929,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups",Information Technology,XLK
I,Services,79,Amusement And Recreation Services,793,Bowling Centers,7933,Bowling Centers,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,794,Commercial Sports,7941,Professional Sports Clubs and Promoters,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,794,Commercial Sports,7948,"Racing, Including Track Operation",Information Technology,XLK
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7991,Physical Fitness Facilities,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7992,Public Golf Courses,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7993,Coin-Operated Amusement Devices,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7996,Amusement Parks,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7997,Membership Sports and Recreation Clubs,Information Technology,XLK
I,Services,79,Amusement And Recreation Services,799,Miscellaneous Amusement And Recreation,7999,"Amusement and Recreation Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,80,Health Services,801,Offices And Clinics Of Doctors Of Medicine,8011,Offices and Clinics of Doctors of Medicine,Information Technology,XLK
I,Services,80,Health Services,802,Offices And Clinics Of Dentists,8021,Offices and Clinics of Dentists,Information Technology,XLK
I,Services,80,Health Services,803,Offices And Clinics Of Doctors Of Osteopathy,8031,Offices and Clinics of Doctors of Osteopathy,Information Technology,XLK
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8041,Offices and Clinics of Chiropractors,Information Technology,XLK
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8042,Offices and Clinics of Optometrists,Information Technology,XLK
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8043,Offices and Clinics of Podiatrists,Information Technology,XLK
I,Services,80,Health Services,804,Offices And Clinics Of Other Health Practitioners,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",Information Technology,XLK
I,Services,80,Health Services,805,Nursing And Personal Care Facilities,8051,Skilled Nursing Care Facilities,Information Technology,XLK
I,Services,80,Health Services,805,Nursing And Personal Care Facilities,8052,Intermediate Care Facilities,Information Technology,XLK
I,Services,80,Health Services,805,Nursing And Personal Care Facilities,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Information Technology,XLK
I,Services,80,Health Services,806,Hospitals,8062,General Medical and Surgical Hospitals,Information Technology,XLK
I,Services,80,Health Services,806,Hospitals,8063,Psychiatric Hospitals,Information Technology,XLK
I,Services,80,Health Services,806,Hospitals,8069,"Specialty Hospitals, Except Psychiatric",Information Technology,XLK
I,Services,80,Health Services,807,Medical And Dental Laboratories,8071,Medical Laboratories,Information Technology,XLK
I,Services,80,Health Services,807,Medical And Dental Laboratories,8072,Dental Laboratories,Information Technology,XLK
I,Services,80,Health Services,808,Home Health Care Services,8082,Home Health Care Services,Information Technology,XLK
I,Services,80,Health Services,809,"Miscellaneous Health And Allied Services, Not",8092,Kidney Dialysis Centers,Information Technology,XLK
I,Services,80,Health Services,809,"Miscellaneous Health And Allied Services, Not",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified",Information Technology,XLK
I,Services,80,Health Services,809,"Miscellaneous Health And Allied Services, Not",8099,"Health and Allied Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,81,Legal Services,811,Legal Services,8111,Legal Services,Information Technology,XLK
I,Services,82,Educational Services,821,Elementary And Secondary Schools,8211,Elementary and Secondary Schools,Information Technology,XLK
I,Services,82,Educational Services,822,"Colleges, Universities, Professional Schools, And",8221,"Colleges, Universities, and Professional Schools",Information Technology,XLK
I,Services,82,Educational Services,822,"Colleges, Universities, Professional Schools, And",8222,Junior Colleges and Technical Institutes,Information Technology,XLK
I,Services,82,Educational Services,823,Libraries,8231,Libraries,Information Technology,XLK
I,Services,82,Educational Services,824,Vocational Schools,8243,Data Processing Schools,Information Technology,XLK
I,Services,82,Educational Services,824,Vocational Schools,8244,Business and Secretarial Schools,Information Technology,XLK
I,Services,82,Educational Services,824,Vocational Schools,8249,"Vocational Schools, Not Elsewhere Classified",Information Technology,XLK
I,Services,82,Educational Services,829,"Schools And Educational Services, Not Elsewhere",8299,"Schools and Educational Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,83,Social Services,832,Individual And Family Social Services,8322,Individual and Family Social Services,Information Technology,XLK
I,Services,83,Social Services,833,Job Training And Vocational Rehabilitation,8331,Job Training and Vocational Rehabilitation Services,Information Technology,XLK
I,Services,83,Social Services,835,Child Day Care Services,8351,Child Day Care Services,Information Technology,XLK
I,Services,83,Social Services,836,Residential Care,8361,Residential Care,Information Technology,XLK
I,Services,83,Social Services,839,"Social Services, Not Elsewhere Classified",8399,"Social Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",841,Museums And Art Galleries,8412,Museums and Art Galleries,Information Technology,XLK
I,Services,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",842,Arboreta And Botanical Or Zoological Gardens,8422,Arboreta and Botanical or Zoological Gardens,Information Technology,XLK
I,Services,86,Membership Organizations,861,Business Associations,8611,Business Associations,Information Technology,XLK
I,Services,86,Membership Organizations,862,Professional Membership Organizations,8621,Professional Membership Organizations,Information Technology,XLK
I,Services,86,Membership Organizations,863,Labor Unions And Similar Labor Organizations,8631,Labor Unions and Similar Labor Organizations,Information Technology,XLK
I,Services,86,Membership Organizations,864,"Civic, Social, And Fraternal Associations",8641,"Civic, Social, and Fraternal Associations",Information Technology,XLK
I,Services,86,Membership Organizations,865,Political Organizations,8651,Political Organizations,Information Technology,XLK
I,Services,86,Membership Organizations,866,Religious Organizations,8661,Religious Organizations,Information Technology,XLK
I,Services,86,Membership Organizations,869,"Membership Organizations, Not Elsewhere",8699,"Membership Organizations, Not Elsewhere Classified",Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",871,"Engineering, Architectural, And Surveying",8711,Engineering Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",871,"Engineering, Architectural, And Surveying",8712,Architectural Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",871,"Engineering, Architectural, And Surveying",8713,Surveying Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",872,"Accounting, Auditing, And Bookkeeping Services",8721,"Accounting, Auditing, and Bookkeeping Services",Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8731,Commercial Physical and Biological Research,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8732,"Commercial Economic, Sociological, and Educational Research",Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8733,Noncommercial Research Organizations,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",873,"Research, Development, And Testing Services",8734,Testing Laboratories,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8741,Management Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8742,Management Consulting Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8743,Public Relations Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8744,Facilities Support Management Services,Information Technology,XLK
I,Services,87,"Engineering, Accounting, Research, Management, And Related Services",874,Management And Public Relations Services,8748,"Business Consulting Services, Not Elsewhere Classified",Information Technology,XLK
I,Services,88,Private Households,881,Private Households,8811,Private Households,Information Technology,XLK
I,Services,89,Miscellaneous Services,899,Miscellaneous Services,8999,"Services, Not Elsewhere Classified",Information Technology,XLK
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",911,Executive Offices,9111,Executive Offices,Financials,XLF
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",912,Legislative Bodies,9121,Legislative Bodies,Financials,XLF
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",913,Executive And Legislative Offices Combined,9131,Executive and Legislative Offices Combined,Financials,XLF
J,Public Administration,91,"Executive, Legislative, And General Government, Except Finance",919,"General Government, Not Elsewhere Classified",9199,"General Government, Not Elsewhere Classified",Financials,XLF
J,Public Administration,92,"Justice, Public Order, And Safety",921,Courts,9211,Courts,Financials,XLF
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9221,Police Protection,Financials,XLF
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9222,Legal Counsel and Prosecution,Financials,XLF
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9223,Correctional Institutions,Financials,XLF
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9224,Fire Protection,Financials,XLF
J,Public Administration,92,"Justice, Public Order, And Safety",922,Public Order And Safety,9229,"Public Order and Safety, Not Elsewhere Classified",Financials,XLF
J,Public Administration,93,"Public Finance, Taxation, And Monetary Policy",931,"Public Finance, Taxation, And Monetary Policy",9311,"Public Finance, Taxation, and Monetary Policy",Financials,XLF
J,Public Administration,94,Administration Of Human Resource Programs,941,Administration Of Educational Programs,9411,Administration of Educational Programs,Financials,XLF
J,Public Administration,94,Administration Of Human Resource Programs,943,Administration Of Public Health Programs,9431,Administration of Public Health Programs,Financials,XLF
J,Public Administration,94,Administration Of Human Resource Programs,944,"Administration Of Social, Human Resource And",9441,"Administration of Social, Human Resource and Income Maintenance Programs",Financials,XLF
J,Public Administration,94,Administration Of Human Resource Programs,945,"Administration Of Veteran's Affairs, Except",9451,"Administration of Veterans' Affairs, Except Health and Insurance",Financials,XLF
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,951,Administration Of Environmental Quality,9511,Air and Water Resource and Solid Waste Management,Financials,XLF
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,951,Administration Of Environmental Quality,9512,"Land, Mineral, Wildlife, and Forest Conservation",Financials,XLF
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,953,Administration Of Housing And Urban,9531,Administration of Housing Programs,Financials,XLF
J,Public Administration,95,Administration Of Environmental Quality And Housing Programs,953,Administration Of Housing And Urban,9532,Administration of Urban Planning and Community and Rural Development,Financials,XLF
J,Public Administration,96,Administration Of Economic Programs,961,Administration Of General Economic Programs,9611,Administration of General Economic Programs,Financials,XLF
J,Public Administration,96,Administration Of Economic Programs,962,Regulation And Administration Of Transportation,9621,Regulation and Administration of Transportation Programs,Financials,XLF
J,Public Administration,96,Administration Of Economic Programs,963,Regulation And Administration Of,9631,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",Financials,XLF
J,Public Administration,96,Administration Of Economic Programs,964,Regulation Of Agricultural Marketing And,9641,Regulation of Agricultural Marketing and Commodities,Financials,XLF
J,Public Administration,96,Administration Of Economic Programs,965,"Regulation, Licensing, And Inspection Of",9651,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",Financials,XLF
J,Public Administration,96,Administration Of Economic Programs,966,Space Research And Technology,9661,Space and Research and Technology,Financials,XLF
J,Public Administration,97,National Security And International Affairs,971,National Security,9711,National Security,Financials,XLF
J,Public Administration,97,National Security And International Affairs,972,International Affairs,9721,International Affairs,Financials,XLF
J,Public Administration,99,Nonclassifiable Establishments,999,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,Financials,XLF
